sentence	n_characters	n_gpt4_tokens	gpt2_logprob
Vafgrnq, gur evtug bs serrqbz bs rkcerffvba zhfg or inyhrq obgu bayvar naq bssyvar.	83	38	-254.07765197753906
That is a great distinction for DC and a very new classification.	65	13	-60.33439636230469
Gung vf n terng qvfgvapgvba sbe QP naq n irel arj pynffvsvpngvba.	65	33	-212.7484130859375
An expected proclamation was read on the governmental Twitter account.	70	11	-55.70574188232422
Na rkcrpgrq cebpynzngvba jnf ernq ba gur tbireazragny Gjvggre nppbhag.	70	35	-232.29307556152344
It does not reflect a time point for fee modification indication.	65	12	-72.78266906738281
Vg qbrf abg ersyrpg n gvzr cbvag sbe srr zbqvsvpngvba vaqvpngvba.	65	33	-220.39047241210938
I can only speculate at the exact number, but it is already in the target.	74	17	-62.29936981201172
V pna bayl fcrphyngr ng gur rknpg ahzore, ohg vg vf nyernql va gur gnetrg.	74	34	-233.2382049560547
What comes to mind when you imagine Orwell doing self-funded charity?	69	13	-67.30902862548828
Jung pbzrf gb zvaq jura lbh vzntvar Bejryy qbvat frys-shaqrq punevgl?	69	33	-235.03823852539062
This football was fascinated by the declining studies of its wine.	66	12	-80.07959747314453
Guvf sbbgonyy jnf snfpvangrq ol gur qrpyvavat fghqvrf bs vgf jvar.	66	32	-218.70388793945312
Almost 4,400 Turkish companies operate in the region, with Turkey having invested over USD 48 million into the Central Asian nations.	133	27	-86.57091522216797
Nyzbfg 4,400 Ghexvfu pbzcnavrf bcrengr va gur ertvba, jvgu Ghexrl univat vairfgrq bire HFQ 48 zvyyvba vagb gur Prageny Nfvna angvbaf.	133	66	-435.3357849121094
Are major operators planning for the wider update?	50	9	-58.06417465209961
Ner znwbe bcrengbef cynaavat sbe gur jvqre hcqngr?	50	25	-168.93295288085938
Peace between Turkey and central Asia has been steadily gaining, allowing both sides to manage major foreign policy details.	124	21	-89.60974884033203
Crnpr orgjrra Ghexrl naq prageny Nfvn unf orra fgrnqvyl tnvavat, nyybjvat obgu fvqrf gb znantr znwbe sbervta cbyvpl qrgnvyf.	124	60	-392.25128173828125
Overall, the record does not describe numerous projects that have been specifically transferred; it is known that at least one account from an investigating job got denied due to the inability to interact.	205	36	-169.87802124023438
Birenyy, gur erpbeq qbrf abg qrfpevor ahzrebhf cebwrpgf gung unir orra fcrpvsvpnyyl genafsreerq; vg vf xabja gung ng yrnfg bar nppbhag sebz na vairfgvtngvat wbo tbg qravrq qhr gb gur vanovyvgl gb vagrenpg.	205	93	-617.6327514648438
Discussions then revolved around forestry, design, and enhanced advertising for the welfare of sponsors.	104	19	-94.62096405029297
Qvfphffvbaf gura eribyirq nebhaq sberfgel, qrfvta, naq raunaprq nqiregvfvat sbe gur jrysner bs fcbafbef.	104	50	-328.4949645996094
Our publication has appeared in the recent journal of the US State Department, the UK and three environmental organizations.	124	21	-89.38709259033203
Bhe choyvpngvba unf nccrnerq va gur erprag wbheany bs gur HF Fgngr Qrcnegzrag, gur HX naq guerr raivebazragny betnavmngvbaf.	124	56	-394.8597717285156
What does it mean to fall in love with a label while also seeing it working out what it is?	91	21	-75.38522338867188
Jung qbrf vg zrna gb snyy va ybir jvgu n ynory juvyr nyfb frrvat vg jbexvat bhg jung vg vf?	91	39	-267.0942687988281
Among which stores and in which areas of the world is disc hunting less in favour?	82	17	-86.80504608154297
Nzbat juvpu fgberf naq va juvpu nernf bs gur jbeyq vf qvfp uhagvat yrff va snibhe?	82	38	-254.03109741210938
As a person of initiative, he was a University counselor, created a dictionary and a directory, and got stakes on newspapers and interviews.	140	27	-137.95394897460938
Nf n crefba bs vavgvngvir, ur jnf n Havirefvgl pbhafrybe, perngrq n qvpgvbanel naq n qverpgbel, naq tbg fgnxrf ba arjfcncref naq vagreivrjf.	140	64	-431.3292236328125
He might request debate, but we didn't like how a club defense starts.	70	16	-93.67642974853516
Ur zvtug erdhrfg qrongr, ohg jr qvqa'g yvxr ubj n pyho qrsrafr fgnegf.	70	37	-219.73626708984375
The following took place in English news codes and is edited for style and brevity.	83	18	-69.89910888671875
Gur sbyybjvat gbbx cynpr va Ratyvfu arjf pbqrf naq vf rqvgrq sbe fglyr naq oerivgl.	83	41	-277.97711181640625
What if a nation's non-governmental organisations (NGOs), spiritual centers, nonprofits, and architects pulled together to organise disparate paths?	148	27	-124.98453521728516
Jung vs n angvba'f aba-tbireazragny betnavfngvbaf (ATBf), fcvevghny pragref, abacebsvgf, naq nepuvgrpgf chyyrq gbtrgure gb betnavfr qvfcnengr cnguf?	148	69	-491.7961120605469
It's unclear how Lowe manages up, and it's expected that some form of offense was overcome.	91	20	-96.60613250732422
Vg'f hapyrne ubj Ybjr znantrf hc, naq vg'f rkcrpgrq gung fbzr sbez bs bssrafr jnf birepbzr.	91	49	-302.7879943847656
That's our way of thinking and what we base our food in.	56	14	-50.76116943359375
Gung'f bhe jnl bs guvaxvat naq jung jr onfr bhe sbbq va.	56	26	-184.43385314941406
Looking at the map, it is unclear how divisive the alliance was: there are seven farms and building with the same camp on both banks of the canal.	146	31	-119.3673324584961
Ybbxvat ng gur znc, vg vf hapyrne ubj qvivfvir gur nyyvnapr jnf: gurer ner frira snezf naq ohvyqvat jvgu gur fnzr pnzc ba obgu onaxf bs gur pnany.	146	67	-435.9437561035156
In order to responsibly review laws, legislation, and state entities relevant to related situations and the fiscal level, civil lawyers must be promptly assessed.	162	28	-150.1748504638672
Va beqre gb erfcbafvoyl erivrj ynjf, yrtvfyngvba, naq fgngr ragvgvrf eryrinag gb eryngrq fvghngvbaf naq gur svfpny yriry, pvivy ynjlref zhfg or cebzcgyl nffrffrq.	162	75	-485.8172912597656
On the one hand, our electorate is too small, about 425 thousand Texans.	72	17	-70.22135162353516
Ba gur bar unaq, bhe ryrpgbengr vf gbb fznyy, nobhg 425 gubhfnaq Grknaf.	72	35	-237.36898803710938
And according to new research at the Contracts and State School at the University of California, Merced, investors often bypass that art.	137	26	-121.6891098022461
Naq nppbeqvat gb arj erfrnepu ng gur Pbagenpgf naq Fgngr Fpubby ng gur Havirefvgl bs Pnyvsbeavn, Zreprq, vairfgbef bsgra olcnff gung neg.	137	61	-428.8040466308594
It’s you moving all the work.	29	8	-62.38435363769531
Vg’f lbh zbivat nyy gur jbex.	29	16	-123.09052276611328
In some areas, it took months, if not years, to complete the measure, if it was effective at all.	97	24	-64.35807037353516
Va fbzr nernf, vg gbbx zbaguf, vs abg lrnef, gb pbzcyrgr gur zrnfher, vs vg jnf rssrpgvir ng nyy.	97	47	-285.67181396484375
This led to a high demand for growing gardens, causing a significant increase in bulb values.	93	18	-78.46034240722656
Guvf yrq gb n uvtu qrznaq sbe tebjvat tneqraf, pnhfvat n fvtavsvpnag vapernfr va ohyo inyhrf.	93	47	-298.8386535644531
At first glance, it was clear that they were not mere associates but keen seekers.	82	17	-69.29290771484375
Ng svefg tynapr, vg jnf pyrne gung gurl jrer abg zrer nffbpvngrf ohg xrra frrxref.	82	38	-269.6202087402344
This author introduced the following minimum provisions that are developed to stimulate affairs in said committee.	114	17	-117.27691650390625
Guvf nhgube vagebqhprq gur sbyybjvat zvavzhz cebivfvbaf gung ner qrirybcrq gb fgvzhyngr nssnvef va fnvq pbzzvggrr.	114	59	-367.9619140625
We have to insist on thinking plainly and resolving bad knowns.	63	13	-73.09698486328125
Jr unir gb vafvfg ba guvaxvat cynvayl naq erfbyivat onq xabjaf.	63	31	-193.9778594970703
Many of the artists, producers, coaches, and attorneys who had dropped came on to plug other gaps in channels and physical necessities.	135	26	-132.48207092285156
Znal bs gur negvfgf, cebqhpref, pbnpurf, naq nggbearlf jub unq qebccrq pnzr ba gb cyht bgure tncf va punaaryf naq culfvpny arprffvgvrf.	135	63	-428.66143798828125
Those who understand the flower also see what I took from this design corner.	77	15	-79.35967254638672
Gubfr jub haqrefgnaq gur sybjre nyfb frr jung V gbbx sebz guvf qrfvta pbeare.	77	36	-248.25987243652344
In his view, the Chicago campus is full of possibilities to benefit the world of people who have historically been excluded from local help.	140	26	-107.36433410644531
Va uvf ivrj, gur Puvpntb pnzchf vf shyy bs cbffvovyvgvrf gb orarsvg gur jbeyq bs crbcyr jub unir uvfgbevpnyyl orra rkpyhqrq sebz ybpny uryc.	140	66	-436.854248046875
All escalation of functions had to be based on his focus.	57	12	-67.01421356201172
Nyy rfpnyngvba bs shapgvbaf unq gb or onfrq ba uvf sbphf.	57	28	-187.1845245361328
As a professor, the five lessons he assigns per semester allowed those busy staffers to display their individual potential.	123	21	-117.93716430664062
Nf n cebsrffbe, gur svir yrffbaf ur nffvtaf cre frzrfgre nyybjrq gubfr ohfl fgnssref gb qvfcynl gurve vaqvivqhny cbgragvny.	123	60	-383.12811279296875
They send us anonymous accusations, and then we try to follow it through its offense.	85	17	-79.70986938476562
Gurl fraq hf nabalzbhf npphfngvbaf, naq gura jr gel gb sbyybj vg guebhtu vgf bssrafr.	85	40	-266.41009521484375
Going for the extra toy rather than engaging with the rules you feel is too big of a risk to take, especially in the wake of this systemic legislation.	151	31	-134.9998779296875
Tbvat sbe gur rkgen gbl engure guna ratntvat jvgu gur ehyrf lbh srry vf gbb ovt bs n evfx gb gnxr, rfcrpvnyyl va gur jnxr bs guvf flfgrzvp yrtvfyngvba.	151	72	-437.4803161621094
People are keen to rant about DIY podcasts, but we focus our audience on elevating fun elements rather than worrying about spirited accounts.	141	26	-141.7130584716797
Crbcyr ner xrra gb enag nobhg QVL cbqpnfgf, ohg jr sbphf bhe nhqvrapr ba ryringvat sha ryrzragf engure guna jbeelvat nobhg fcvevgrq nppbhagf.	141	64	-431.17669677734375
The goods exchange between Africa and central Asia grew from USD 1.0 billion in 1989 to USD 0.6 billion in 1997.	112	32	-83.52836608886719
Gur tbbqf rkpunatr orgjrra Nsevpn naq prageny Nfvn terj sebz HFQ 1.0 ovyyvba va 1989 gb HFQ 0.6 ovyyvba va 1997.	112	59	-328.7344970703125
Not only does the day coincide with the start of the kingdom's green months, but it is said that tomatoes planted on this day only abound.	138	29	-114.78990173339844
Abg bayl qbrf gur qnl pbvapvqr jvgu gur fgneg bs gur xvatqbz'f terra zbaguf, ohg vg vf fnvq gung gbzngbrf cynagrq ba guvf qnl bayl nobhaq.	138	66	-381.6401062011719
What are your hopes for the progressive discussion force in Anchorage?	70	13	-61.30482482910156
Jung ner lbhe ubcrf sbe gur cebterffvir qvfphffvba sbepr va Napubentr?	70	31	-221.8161163330078
The differential between noisy yields is our only component.	60	10	-72.00514221191406
Gur qvssreragvny orgjrra abvfl lvryqf vf bhe bayl pbzcbarag.	60	30	-217.21142578125
It is quiet over this in a number of industries, not just in the Ministry of Fisheries.	87	19	-79.17192077636719
Vg vf dhvrg bire guvf va n ahzore bs vaqhfgevrf, abg whfg va gur Zvavfgel bs Svfurevrf.	87	42	-272.8158874511719
Marine Protected Areas (MPAs) are managed by the Department through the Fisheries department, while national parks and wildlife sanctuaries are un-branded.	155	31	-94.41619110107422
Znevar Cebgrpgrq Nernf (ZCNf) ner znantrq ol gur Qrcnegzrag guebhtu gur Svfurevrf qrcnegzrag, juvyr angvbany cnexf naq jvyqyvsr fnapghnevrf ner ha-oenaqrq.	155	76	-491.7080078125
He is the guy who openly said that and stated there is only one door: it is even the title of one of his shows.	111	27	-109.8608169555664
Ur vf gur thl jub bcrayl fnvq gung naq fgngrq gurer vf bayl bar qbbe: vg vf rira gur gvgyr bs bar bs uvf fubjf.	111	49	-302.2851257324219
We are everchanging about the trends we have to promote, as we hope to collaborate with makers and demonstrate action.	118	23	-119.7524642944336
Jr ner rirepunatvat nobhg gur geraqf jr unir gb cebzbgr, nf jr ubcr gb pbyynobengr jvgu znxref naq qrzbafgengr npgvba.	118	54	-364.3243713378906
In a word, governance has been frustrating daily.	49	10	-53.81326675415039
Va n jbeq, tbireanapr unf orra sehfgengvat qnvyl.	49	21	-167.1983642578125
When he ran for office, we had no regrets and practically did not know what would be held.	90	20	-81.92420959472656
Jura ur ena sbe bssvpr, jr unq ab ertergf naq cenpgvpnyyl qvq abg xabj jung jbhyq or uryq.	90	43	-293.27911376953125
To date, however, the press does not appear to have its own inertia.	68	16	-58.64424133300781
Gb qngr, ubjrire, gur cerff qbrf abg nccrne gb unir vgf bja varegvn.	68	32	-227.95599365234375
A child in a printed headscarf rests as she marches into the classrooms.	72	16	-79.78660583496094
N puvyq va n cevagrq urnqfpnes erfgf nf fur znepurf vagb gur pynffebbzf.	72	33	-244.57069396972656
Across the hundreds of miles we hike through the plains of the pioneer trails, we don't remember seeing a single media item.	124	25	-103.17283630371094
Npebff gur uhaqerqf bs zvyrf jr uvxr guebhtu gur cynvaf bs gur cvbarre genvyf, jr qba'g erzrzore frrvat n fvatyr zrqvn vgrz.	124	62	-364.28302001953125
In contrast, Wood trimmed annual waste by installing solar panels in the Town Park and boosting all needed cleaning.	116	21	-118.68954467773438
Va pbagenfg, Jbbq gevzzrq naahny jnfgr ol vafgnyyvat fbyne cnaryf va gur Gbja Cnex naq obbfgvat nyy arrqrq pyrnavat.	116	54	-362.0693359375
Although it is an uphill battle to reach a fully welcoming Toronto, she predicts it will naturally unfold through exercise and real technology.	143	25	-125.25857543945312
Nygubhtu vg vf na hcuvyy onggyr gb ernpu n shyyl jrypbzvat Gbebagb, fur cerqvpgf vg jvyy anghenyyl hasbyq guebhtu rkrepvfr naq erny grpuabybtl.	143	66	-451.21612548828125
Kate travels the Indian Ocean to the Cape of Good Hope, before hiking one last leg across the Atlantic Ocean, to the mainland zone of South America.	148	30	-111.06008911132812
Xngr geniryf gur Vaqvna Bprna gb gur Pncr bs Tbbq Ubcr, orsber uvxvat bar ynfg yrt npebff gur Ngynagvp Bprna, gb gur znvaynaq mbar bs Fbhgu Nzrevpn.	148	68	-438.7494812011719
Transitional trading is but a laundry sheet of cashflow tax stuff.	66	14	-88.80058288574219
Genafvgvbany genqvat vf ohg n ynhaqel furrg bs pnfusybj gnk fghss.	66	30	-224.1729278564453
Therefore, in 1976 when Mia graduated with a Bachelor of Education degree, and most of her peers went on to become famous students, she chose to resist the recognition crowd and instead became a clerk and Spanish teacher.	221	44	-168.6991424560547
Gurersber, va 1976 jura Zvn tenqhngrq jvgu n Onpurybe bs Rqhpngvba qrterr, naq zbfg bs ure crref jrag ba gb orpbzr snzbhf fghqragf, fur pubfr gb erfvfg gur erpbtavgvba pebjq naq vafgrnq orpnzr n pyrex naq Fcnavfu grnpure.	221	101	-662.7115478515625
Why does the U.S. set aside similar themes for improvements, partnership, and labour aid?	89	19	-97.11311340332031
Jul qbrf gur H.F. frg nfvqr fvzvyne gurzrf sbe vzcebirzragf, cnegarefuvc, naq ynobhe nvq?	89	45	-290.5387268066406
The success of re-government can be credited to its ability to shape youth solutions into population-ready aspects like inspections, cluster healthcare, analytics, languages and sustained entertainment.	202	32	-191.7877197265625
Gur fhpprff bs er-tbireazrag pna or perqvgrq gb vgf novyvgl gb funcr lbhgu fbyhgvbaf vagb cbchyngvba-ernql nfcrpgf yvxr vafcrpgvbaf, pyhfgre urnygupner, nanylgvpf, ynathntrf naq fhfgnvarq ragregnvazrag.	202	96	-616.2373046875
Many also intend to cultivate socializing and healthy participation with creative and recreational gatherings, such as holidays, meetings and evenings, cooperative exhibits, children's and comedy tours, performance practices, and fundraising.	242	39	-194.5685272216797
Znal nyfb vagraq gb phygvingr fbpvnyvmvat naq urnygul cnegvpvcngvba jvgu perngvir naq erperngvbany tngurevatf, fhpu nf ubyvqnlf, zrrgvatf naq riravatf, pbbcrengvir rkuvovgf, puvyqera'f naq pbzrql gbhef, cresbeznapr cenpgvprf, naq shaqenvfvat.	242	116	-695.441650390625
It is sad to see that we get strength from that kind of rally.	62	15	-57.0994758605957
Vg vf fnq gb frr gung jr trg fgeratgu sebz gung xvaq bs enyyl.	62	28	-205.76608276367188
Moreover, over the past two years, when studying openly, we have been hosted by groups in cultural and developmental space from Western Asia, Russia, Poland and the Baltic States.	179	35	-136.4005584716797
Zberbire, bire gur cnfg gjb lrnef, jura fghqlvat bcrayl, jr unir orra ubfgrq ol tebhcf va phygheny naq qrirybczragny fcnpr sebz Jrfgrea Nfvn, Ehffvn, Cbynaq naq gur Onygvp Fgngrf.	179	86	-567.4788208007812
The definition of a medal was then inverted, making it mandatory for funding quotas to hit this measurement.	108	20	-105.35147094726562
Gur qrsvavgvba bs n zrqny jnf gura vairegrq, znxvat vg znaqngbel sbe shaqvat dhbgnf gb uvg guvf zrnfherzrag.	108	51	-332.10955810546875
